121740,592191,1
276237,207629,1
228988,67444,1
208469,69042,1
427218,69772,1
39234,70145,1
271177,220948,1
284396,220992,1
100778,325401,1
497829,326725,1
123761,337147,1
423447,339813,1
397759,399739,1
291868,404387,1
42919,435231,1
48328,435249,1
258964,467624,1
241145,470898,1
282362,467702,1
245392,485915,1
331782,94458,1
167228,107246,1
29920,133460,1
45743,153517,1
264923,357622,1
314077,404461,1
323655,409494,1
259425,519302,1
80168,595387,1
253014,599297,1
342886,599596,1
51346,558617,1
481661,560051,1
82776,592061,1
420839,604857,1
10536,178405,1
18752,193435,1
264244,234261,1
455236,244900,1
179614,435686,1
301109,436091,1
303123,436098,1
202946,435764,1
428658,596548,1
485962,596739,1
411522,599825,1
419182,599851,1
393028,533084,1
410073,533140,1
410078,533140,1
412777,533149,1
163414,540653,1
301255,529444,1
172971,569024,1
197777,602447,1
382887,604731,1
126777,628882,1
42368,623600,1
365738,634680,1
350188,131194,1
426280,131447,1
458122,131554,1
463334,131571,1
342387,134502,1
453175,134871,1
179382,150628,1
8417,421780,1
499904,425085,1
388249,426380,1
106589,427108,1
203968,455771,1
54658,495282,1
401872,314736,1
33317,71793,1
76951,71938,1
258028,77543,1
368488,177931,1
15787,208428,1
20359,208443,1
67353,208600,1
71902,208615,1
220523,300796,1
325991,304481,1
334465,304509,1
497156,325056,1
6378,355093,1
65198,255269,1
43236,93497,1
70931,93589,1
87857,93645,1
250042,94186,1
252340,94194,1
266356,94240,1
289896,94319,1
371057,94589,1
391184,94656,1
391814,94659,1
256754,100876,1
285897,100973,1
291985,100994,1
422308,104762,1
188676,107317,1
198150,107349,1
213383,189083,1
254696,505950,1
87414,515395,1
87473,515395,1
92651,515412,1
93485,515415,1
94094,515417,1
94678,515419,1
489530,543407,1
105490,568799,1
369872,569680,1
142142,573922,1
217440,574173,1
42068,583591,1
63937,583664,1
372966,584694,1
380329,629727,1
384445,629741,1
384755,629742,1
167027,337291,1
196690,357394,1
206374,360760,1
157979,493959,1
175631,545695,1
259285,545974,1
47326,580274,1
76466,580371,1
147728,580609,1
321684,581189,1
356926,189561,1
358497,189566,1
196255,317385,1
256981,359262,1
408553,359767,1
61336,366945,1
106311,367095,1
134399,367188,1
381871,368013,1
358179,612983,1
431250,54782,1
457651,54870,1
123474,167112,1
216995,264110,1
219947,264120,1
221111,264124,1
319725,401146,1
328589,401176,1
105508,447108,1
153968,447270,1
173753,447336,1
111330,468799,1
327652,469520,1
158024,237241,1
191045,30643,1
134619,110471,1
136962,110479,1
255355,110874,1
143772,333880,1
102634,418760,1
28155,410176,1
32317,410190,1
39066,410213,1
67586,510328,1
422866,1410,1
248350,224206,1
322962,257795,1
296810,264376,1
337379,264511,1
132714,103797,1
429306,104786,1
476337,104942,1
122578,320473,1
359764,339601,1
70268,221946,1
80745,221981,1
80787,221981,1
30977,225149,1
335255,381194,1
47923,276882,1
263785,277602,1
102343,47018,1
269875,47576,1
283851,47623,1
296062,87671,1
102231,638802,1
449824,103187,1
16612,101743,1
169771,458991,1
176314,459013,1
313388,506146,1
381502,506373,1
382097,506375,1
362080,101227,1
374146,81264,1
388283,81311,1
65989,83570,1
152756,83860,1
287322,189329,1
135451,153816,1
316026,184424,1
473933,198286,1
173084,210619,1
437423,239840,1
49449,253549,1
288903,251014,1
361321,314601,1
487780,360031,1
112303,585492,1
32437,385186,1
12727,115066,1
425209,179787,1
398706,234710,1
398900,234710,1
132102,142136,1
147460,503926,1
266701,507658,1
23336,558523,1
273336,599365,1
258407,162561,1
421321,189776,1
280888,207645,1
15518,355123,1
275197,377660,1
290653,5970,1
73213,8580,1
328848,9432,1
363796,397959,1
193920,93999,1
207687,104047,1
207786,104047,1
209698,104053,1
169593,137260,1
72142,268628,1
75194,268638,1
81652,268660,1
118447,332128,1
482611,283332,1
354962,287908,1
194372,390726,1
358358,397941,1
360826,397949,1
288852,254347,1
169168,162263,1
184333,162314,1
218510,184099,1
455840,186557,1
369710,189604,1
369788,189604,1
6196,215064,1
80954,235317,1
83537,235326,1
289286,304359,1
235190,405865,1
162755,547319,1
23848,501847,1
41932,501907,1
288626,554407,1
306558,554466,1
257266,564304,1
149120,572279,1
310664,636163,1
327743,636220,1
83217,585395,1
367813,217937,1
162821,407291,1
164058,407295,1
302109,454432,1
430839,454861,1
431335,454862,1
349970,479596,1
364786,479645,1
419932,479829,1
37102,480220,1
432355,489873,1
4903,551794,1
490049,558412,1
273645,549356,1
300245,192706,1
461643,263258,1
392255,274696,1
172717,447332,1
159018,515634,1
80929,1937,1
475647,253303,1
148354,202202,1
188322,202335,1
459783,204907,1
312023,206082,1
313581,206087,1
377806,326325,1
136964,355528,1
365912,402967,1
268466,324293,1
268661,324294,1
303408,324410,1
196437,254039,1
143641,470573,1
212201,470802,1
136223,485552,1
174951,485681,1
104719,88701,1
104774,88701,1
484150,89965,1
43903,90165,1
464840,468310,1
297322,621116,1
297490,621116,1
377520,471353,1
12361,595161,1
84407,623740,1
410931,488134,1
498199,510096,1
149352,182201,1
178911,57275,1
269855,217610,1
186285,297347,1
241529,305867,1
402009,341409,1
231750,545882,1
326388,546197,1
330094,582884,1
48162,583611,1
212753,17380,1
254775,17520,1
352221,402922,1
400459,24673,1
469601,24904,1
426031,28093,1
414027,86398,1
16693,151753,1
280072,172635,1
81642,210315,1
335493,287843,1
157945,380603,1
290548,317699,1
193739,5647,1
480213,9936,1
474460,11584,1
476344,11590,1
320517,16072,1
170828,18907,1
220286,20739,1
62653,108564,1
120099,108756,1
93896,262032,1
117156,197097,1
297914,242709,1
484484,391693,1
213194,275766,1
213649,275768,1
214550,275771,1
15355,286776,1
93251,287035,1
306382,287746,1
284862,367690,1
403983,368087,1
353878,392925,1
253887,605968,1
125510,557197,1
129989,557212,1
247860,557605,1
158145,567308,1
179431,567379,1
260712,569317,1
262186,569321,1
289498,569412,1
404550,569796,1
406938,569804,1
288967,587748,1
327545,639553,1
15917,303448,1
16001,303448,1
220013,60746,1
14901,63396,1
234406,334182,1
475517,341654,1
32924,406858,1
478284,570042,1
478354,570042,1
371708,571354,1
68338,587012,1
259107,579313,1
330564,497868,1
332026,497873,1
339603,497899,1
340783,497902,1
163153,102231,1
163185,102231,1
327085,514527,1
415306,589836,1
225152,594203,1
121453,77087,1
147075,92176,1
155859,92205,1
124721,112105,1
261640,127565,1
24730,130109,1
42208,130167,1
174637,140611,1
212905,334110,1
258979,204238,1
149946,207208,1
89142,235345,1
153221,285568,1
307955,316090,1
316556,336123,1
341727,336207,1
152569,52186,1
459119,103218,1
468985,103251,1
96757,523761,1
98352,523766,1
352341,89526,1
313316,91063,1
3069,493443,1
3634,493445,1
111921,587158,1
70095,597020,1
445091,604938,1
446481,604943,1
446796,604944,1
447334,604946,1
85681,628745,1
17583,638520,1
19671,638527,1
286248,200995,1
99468,368739,1
323790,152777,1
335800,152817,1
1373,176707,1
192835,43985,1
93527,45321,1
29364,431851,1
452606,509944,1
210191,387445,1
417846,133086,1
420475,133095,1
381491,139633,1
119752,453824,1
121064,453828,1
37640,478555,1
37717,478555,1
184896,369024,1
362676,481305,1
362866,481306,1
439852,481563,1
213263,327443,1
192059,202348,1
372634,204617,1
167104,205599,1
480427,301662,1
23807,301807,1
141741,317203,1
22744,325141,1
214577,325781,1
75843,442008,1
157850,442282,1
159430,442287,1
159985,442289,1
46883,483587,1
85957,563733,1
225220,482514,1
332453,426194,1
326700,22760,1
397483,31331,1
10830,311766,1
1861,183377,1
16393,183425,1
340145,184504,1
256115,184224,1
259193,184234,1
174939,250634,1
175200,250634,1
102804,185380,1
113953,185417,1
86671,238670,1
89619,238680,1
91314,238686,1
94216,238696,1
164883,220594,1
40858,320201,1
42394,320206,1
42477,320206,1
477564,321656,1
318852,209438,1
326125,209463,1
46019,11823,1
301089,16007,1
168243,50571,1
78191,105282,1
109963,105388,1
420234,118091,1
345643,182856,1
345672,182856,1
291999,239355,1
66025,311950,1
66048,311950,1
38791,191835,1
45800,263539,1
45894,263539,1
413512,484809,1
417543,484822,1
418129,484824,1
36576,598575,1
86456,6957,1
468886,28235,1
302107,257726,1
167219,380634,1
77439,397005,1
378185,386338,1
173198,388989,1
224734,389161,1
251236,389249,1
127107,422175,1
132810,397189,1
281880,245989,1
152345,255559,1
155201,255569,1
357263,256242,1
149652,262218,1
403448,271399,1
470951,271624,1
479035,368337,1
167379,373966,1
