#Data tag : 19v3 , Norm tag: onlineresult
+-------------+-------------------+------+------------------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath                      | delivered(/pb) | recorded(/pb) |
| 172255:1993 | 07/30/11 19:39:12 | 36   | HLT_QuadJet45_IsoPFTau45_v6  | 1.718569831    | 1.589840122   |
| 172268:1994 | 07/30/11 23:53:26 | 111  | HLT_QuadJet45_IsoPFTau45_v6  | 5.410108709    | 5.293854262   |
| 172286:1996 | 07/31/11 06:17:21 | 153  | HLT_QuadJet45_IsoPFTau45_v6  | 6.936955347    | 6.816085839   |
| 172389:1997 | 08/01/11 21:41:02 | 413  | HLT_QuadJet45_IsoPFTau45_v6  | 17.719871436   | 17.433060105  |
| 172399:1998 | 08/02/11 04:02:40 | 170  | HLT_QuadJet45_IsoPFTau45_v6  | 7.723915997    | 7.542056900   |
| 172400:1998 | 08/02/11 05:17:08 | 695  | HLT_QuadJet45_IsoPFTau45_v6  | 25.797871778   | 25.256488827  |
| 172401:1998 | 08/02/11 09:57:39 | 142  | HLT_QuadJet45_IsoPFTau45_v6  | 4.545238502    | 4.369870436   |
| 172411:1999 | 08/02/11 15:17:25 | 265  | HLT_QuadJet45_IsoPFTau45_v6  | 12.004519907   | 11.656391039  |
| 172478:1999 | 08/03/11 01:37:22 | 110  | HLT_QuadJet45_IsoPFTau45_v6  | 3.077087717    | 2.985317880   |
| 172619:2000 | 08/03/11 22:24:03 | 77   | HLT_QuadJet45_IsoPFTau45_v6  | 1.637438079    | 1.575341561   |
| 172620:2000 | 08/03/11 23:02:11 | 495  | HLT_QuadJet45_IsoPFTau45_v6  | 9.990460772    | 9.887510590   |
| 172630:2001 | 08/04/11 04:47:04 | 118  | HLT_QuadJet45_IsoPFTau45_v6  | 5.723418655    | 5.560153040   |
| 172635:2001 | 08/04/11 05:50:16 | 262  | HLT_QuadJet45_IsoPFTau45_v6  | 11.303773746   | 11.030772250  |
| 172778:2005 | 08/04/11 22:43:55 | 45   | HLT_QuadJet45_IsoPFTau45_v6  | 2.228507880    | 2.178951480   |
| 172791:2006 | 08/05/11 03:26:18 | 1572 | HLT_QuadJet45_IsoPFTau45_v6  | 56.636402699   | 55.805820765  |
| 172798:2006 | 08/05/11 13:56:46 | 31   | HLT_QuadJet45_IsoPFTau45_v6  | 0.849676048    | 0.780190632   |
| 172799:2006 | 08/05/11 14:11:32 | 367  | HLT_QuadJet45_IsoPFTau45_v6  | 9.689823725    | 9.552786892   |
| 172801:2006 | 08/05/11 16:45:18 | 1129 | HLT_QuadJet45_IsoPFTau45_v6  | 25.185492792   | 24.373832947  |
| 172802:2006 | 08/06/11 00:14:38 | 780  | HLT_QuadJet45_IsoPFTau45_v6  | 14.377896501   | 14.122563713  |
| 172819:2007 | 08/06/11 10:31:43 | 194  | HLT_QuadJet45_IsoPFTau45_v6  | 9.077396632    | 8.856261248   |
| 172822:2007 | 08/06/11 12:02:05 | 2300 | HLT_QuadJet45_IsoPFTau45_v6  | 73.413518046   | 72.421804761  |
| 172824:2007 | 08/07/11 03:22:02 | 49   | HLT_QuadJet45_IsoPFTau45_v6  | 1.177479034    | 1.133615949   |
| 172847:2008 | 08/07/11 15:13:37 | 66   | HLT_QuadJet45_IsoPFTau45_v6  | 3.365415038    | 3.280695425   |
| 172865:2009 | 08/07/11 22:50:29 | 342  | HLT_QuadJet45_IsoPFTau45_v6  | 16.476165704   | 15.880493954  |
| 172868:2009 | 08/08/11 01:21:39 | 1951 | HLT_QuadJet45_IsoPFTau45_v6  | 63.370945070   | 62.489157869  |
| 172949:2010 | 08/08/11 19:35:38 | 1212 | HLT_QuadJet45_IsoPFTau45_v6  | 48.217903509   | 47.280448037  |
| 172951:2010 | 08/09/11 03:44:26 | 52   | HLT_QuadJet45_IsoPFTau45_v6  | 1.661614848    | 1.571086688   |
| 172952:2010 | 08/09/11 04:12:52 | 1548 | HLT_QuadJet45_IsoPFTau45_v6  | 40.209152932   | 39.621474809  |
| 172992:2011 | 08/10/11 04:55:25 | 395  | HLT_QuadJet45_IsoPFTau45_v6  | 15.455863738   | 15.207249810  |
| 172999:2011 | 08/10/11 08:36:56 | 284  | HLT_QuadJet45_IsoPFTau45_v6  | 9.550736860    | 9.374710557   |
| 173198:2022 | 08/12/11 01:42:28 | 758  | HLT_QuadJet45_IsoPFTau45_v6  | 31.700055104   | 30.996634968  |
| 173236:2025 | 08/12/11 15:37:42 | 104  | HLT_QuadJet45_IsoPFTau45_v7  | 5.333476916    | 5.179235193   |
| 173240:2025 | 08/12/11 16:24:07 | 124  | HLT_QuadJet45_IsoPFTau45_v7  | 5.926833701    | 5.693478859   |
| 173241:2025 | 08/12/11 17:20:29 | 747  | HLT_QuadJet45_IsoPFTau45_v7  | 30.543910955   | 29.985914106  |
| 173243:2025 | 08/12/11 22:19:40 | 89   | HLT_QuadJet45_IsoPFTau45_v7  | 3.172135771    | 3.093134070   |
| 173380:2028 | 08/16/11 20:08:16 | 131  | HLT_QuadJet45_IsoPFTau45_v7  | 6.112424118    | 5.958772807   |
| 173381:2028 | 08/16/11 21:07:44 | 277  | HLT_QuadJet45_IsoPFTau45_v7  | 11.625862292   | 11.227420644  |
| 173389:2029 | 08/17/11 01:44:57 | 600  | HLT_QuadJet45_IsoPFTau45_v7  | 27.004282890   | 25.839845095  |
| 173406:2030 | 08/17/11 10:01:49 | 246  | HLT_QuadJet45_IsoPFTau45_v7  | 12.262424325   | 12.042272297  |
| 173430:2031 | 08/17/11 18:16:12 | 92   | HLT_QuadJet45_IsoPFTau45_v7  | 4.684637114    | 4.509488729   |
| 173438:2032 | 08/17/11 21:14:06 | 25   | HLT_QuadJet45_IsoPFTau45_v7  | 1.495510634    | 1.128462849   |
| 173439:2032 | 08/17/11 21:30:34 | 740  | HLT_QuadJet45_IsoPFTau45_v7  | 36.700427080   | 35.301231506  |
| 173657:2037 | 08/21/11 02:42:53 | 35   | HLT_QuadJet45_IsoPFTau45_v7  | 1.724496577    | 1.406043235   |
| 173658:2037 | 08/21/11 03:00:08 | 110  | HLT_QuadJet45_IsoPFTau45_v7  | 5.129700750    | 4.472710072   |
| 173659:2037 | 08/21/11 03:46:46 | 313  | HLT_QuadJet45_IsoPFTau45_v7  | 13.141309233   | 12.865174896  |
| 173660:2037 | 08/21/11 05:54:18 | 353  | HLT_QuadJet45_IsoPFTau45_v7  | 13.076636815   | 12.673549165  |
| 173661:2037 | 08/21/11 08:21:16 | 119  | HLT_QuadJet45_IsoPFTau45_v7  | 4.025238178    | 3.813928255   |
| 173663:2037 | 08/21/11 09:26:05 | 119  | HLT_QuadJet45_IsoPFTau45_v7  | 3.842350470    | 3.712468506   |
| 173664:2037 | 08/21/11 10:19:29 | 12   | HLT_QuadJet45_IsoPFTau45_v7  | 0.379137548    | 0.373117488   |
| 173692:2040 | 08/21/11 20:29:55 | 2655 | HLT_QuadJet45_IsoPFTau45_v7  | 87.195208397   | 86.036603801  |
| 175832:2083 | 09/07/11 10:38:48 | 97   | HLT_QuadJet45_IsoPFTau45_v7  | 1.336580572    | 1.306049831   |
| 175833:2083 | 09/07/11 11:23:03 | 3    | HLT_QuadJet45_IsoPFTau45_v7  | 0.040163059    | 0.002036467   |
| 175835:2083 | 09/07/11 14:19:17 | 164  | HLT_QuadJet45_IsoPFTau45_v7  | 1.625163599    | 1.562941931   |
| 175837:2083 | 09/07/11 15:27:41 | 167  | HLT_QuadJet45_IsoPFTau45_v7  | 1.562001893    | 1.526010938   |
| 175858:2085 | 09/07/11 20:38:53 | 21   | HLT_QuadJet45_IsoPFTau45_v7  | 0.479761850    | 0.406860211   |
| 175860:2085 | 09/07/11 20:52:29 | 82   | HLT_QuadJet45_IsoPFTau45_v7  | 1.788983071    | 1.696353863   |
| 175863:2085 | 09/07/11 21:29:44 | 75   | HLT_QuadJet45_IsoPFTau45_v7  | 1.536539934    | 1.458360981   |
| 175865:2085 | 09/07/11 22:11:29 | 58   | HLT_QuadJet45_IsoPFTau45_v7  | 1.129489142    | 1.064546650   |
| 175866:2085 | 09/07/11 22:39:22 | 509  | HLT_QuadJet45_IsoPFTau45_v7  | 8.690706385    | 8.554218269   |
| 175872:2086 | 09/08/11 04:59:52 | 31   | HLT_QuadJet45_IsoPFTau45_v7  | 1.556733723    | 1.434908502   |
| 175873:2086 | 09/08/11 05:15:19 | 32   | HLT_QuadJet45_IsoPFTau45_v7  | 1.568848510    | 1.388363828   |
| 175874:2086 | 09/08/11 05:30:10 | 106  | HLT_QuadJet45_IsoPFTau45_v7  | 4.933597276    | 4.624799947   |
| 175877:2086 | 09/08/11 07:26:03 | 69   | HLT_QuadJet45_IsoPFTau45_v7  | 2.805948646    | 2.645991882   |
| 175881:2086 | 09/08/11 08:05:51 | 160  | HLT_QuadJet45_IsoPFTau45_v7  | 6.066292952    | 5.839884494   |
| 175886:2086 | 09/08/11 09:25:49 | 279  | HLT_QuadJet45_IsoPFTau45_v7  | 9.547784726    | 9.260057623   |
| 175887:2086 | 09/08/11 11:24:31 | 136  | HLT_QuadJet45_IsoPFTau45_v7  | 4.305469010    | 4.131028825   |
| 175888:2086 | 09/08/11 12:22:50 | 424  | HLT_QuadJet45_IsoPFTau45_v7  | 12.207430225   | 12.036984091  |
| 175906:2090 | 09/09/11 01:43:34 | 113  | HLT_QuadJet45_IsoPFTau45_v7  | 7.089809745    | 6.243107899   |
| 175910:2090 | 09/09/11 02:48:34 | 8    | HLT_QuadJet45_IsoPFTau45_v7  | 0.489281091    | 0.318759749   |
| 175921:2091 | 09/09/11 08:07:56 | 360  | HLT_QuadJet45_IsoPFTau45_v7  | 22.060385482   | 21.436892565  |
| 175973:2092 | 09/09/11 18:10:16 | 141  | HLT_QuadJet45_IsoPFTau45_v7  | 9.157571720    | 8.988560022   |
| 175974:2092 | 09/09/11 19:09:12 | 124  | HLT_QuadJet45_IsoPFTau45_v7  | 7.477109968    | 7.256300027   |
| 175975:2092 | 09/09/11 20:00:18 | 386  | HLT_QuadJet45_IsoPFTau45_v7  | 20.668626394   | 20.090338374  |
| 175976:2092 | 09/09/11 22:34:56 | 94   | HLT_QuadJet45_IsoPFTau45_v7  | 4.575213790    | 4.395344253   |
| 175990:2093 | 09/10/11 06:48:20 | 101  | HLT_QuadJet45_IsoPFTau45_v7  | 7.152062052    | 6.937361959   |
| 176023:2094 | 09/10/11 13:10:30 | 85   | HLT_QuadJet45_IsoPFTau45_v7  | 6.195361056    | 6.058187949   |
| 176161:2101 | 09/12/11 09:39:11 | 12   | HLT_QuadJet45_IsoPFTau45_v7  | 0.876771390    | 0.787034892   |
| 176163:2101 | 09/12/11 09:56:46 | 61   | HLT_QuadJet45_IsoPFTau45_v7  | 4.257021232    | 3.895764082   |
| 176165:2101 | 09/12/11 10:40:54 | 29   | HLT_QuadJet45_IsoPFTau45_v7  | 1.960089338    | 1.717407943   |
| 176167:2101 | 09/12/11 11:37:54 | 5    | HLT_QuadJet45_IsoPFTau45_v7  | 0.320239357    | 0.123622377   |
| 176169:2101 | 09/12/11 11:48:11 | 133  | HLT_QuadJet45_IsoPFTau45_v7  | 8.088635180    | 7.790667351   |
| 176201:2103 | 09/12/11 21:01:58 | 594  | HLT_QuadJet45_IsoPFTau45_v7  | 40.040361396   | 39.007232018  |
| 176202:2103 | 09/13/11 01:00:38 | 262  | HLT_QuadJet45_IsoPFTau45_v7  | 14.573690222   | 14.236143591  |
| 176206:2103 | 09/13/11 02:57:33 | 99   | HLT_QuadJet45_IsoPFTau45_v7  | 5.050478979    | 4.637031855   |
| 176207:2103 | 09/13/11 03:39:55 | 226  | HLT_QuadJet45_IsoPFTau45_v7  | 10.962950835   | 10.736289263  |
| 176286:2104 | 09/13/11 13:46:19 | 428  | HLT_QuadJet45_IsoPFTau45_v7  | 29.724149115   | 29.057024062  |
| 176289:2104 | 09/13/11 16:38:34 | 66   | HLT_QuadJet45_IsoPFTau45_v7  | 4.039949875    | 3.861339203   |
| 176304:2105 | 09/13/11 22:41:15 | 437  | HLT_QuadJet45_IsoPFTau45_v7  | 31.491453086   | 30.777670424  |
| 176308:2105 | 09/14/11 02:15:00 | 289  | HLT_QuadJet45_IsoPFTau45_v7  | 16.736892152   | 16.351907881  |
| 176309:2105 | 09/14/11 04:15:04 | 1629 | HLT_QuadJet45_IsoPFTau45_v7  | 67.184703690   | 65.796904604  |
| 176467:2110 | 09/15/11 18:20:44 | 162  | HLT_QuadJet45_IsoPFTau45_v7  | 10.378101034   | 10.030312582  |
| 176468:2110 | 09/15/11 19:29:41 | 209  | HLT_QuadJet45_IsoPFTau45_v7  | 12.447959573   | 12.042570108  |
| 176469:2110 | 09/15/11 20:54:39 | 5    | HLT_QuadJet45_IsoPFTau45_v7  | 0.292109911    | 0.137424177   |
| 176545:2117 | 09/16/11 15:24:43 | 1    | HLT_QuadJet45_IsoPFTau45_v8  | 0.076895641    | 0.018467806   |
| 176547:2117 | 09/16/11 15:35:47 | 180  | HLT_QuadJet45_IsoPFTau45_v8  | 12.759320249   | 12.223084426  |
| 176548:2117 | 09/16/11 16:51:40 | 1010 | HLT_QuadJet45_IsoPFTau45_v8  | 55.600600519   | 54.085090510  |
| 176697:2124 | 09/18/11 21:47:31 | 294  | HLT_QuadJet45_IsoPFTau45_v8  | 22.094130344   | 21.390419002  |
| 176701:2124 | 09/18/11 23:55:52 | 145  | HLT_QuadJet45_IsoPFTau45_v8  | 9.386666192    | 9.037955107   |
| 176702:2124 | 09/19/11 00:56:03 | 803  | HLT_QuadJet45_IsoPFTau45_v8  | 42.489655248   | 41.356028622  |
| 176765:2126 | 09/19/11 18:24:15 | 45   | HLT_QuadJet45_IsoPFTau45_v8  | 3.487774385    | 2.964855708   |
| 176771:2127 | 09/19/11 23:42:30 | 93   | HLT_QuadJet45_IsoPFTau45_v8  | 7.539835188    | 6.335585050   |
| 176795:2129 | 09/20/11 06:07:24 | 68   | HLT_QuadJet45_IsoPFTau45_v8  | 5.487224133    | 4.797916477   |
| 176796:2129 | 09/20/11 06:37:27 | 94   | HLT_QuadJet45_IsoPFTau45_v8  | 6.945926306    | 6.510791756   |
| 176797:2129 | 09/20/11 07:22:25 | 225  | HLT_QuadJet45_IsoPFTau45_v8  | 14.603448962   | 14.087167884  |
| 176799:2129 | 09/20/11 09:09:34 | 234  | HLT_QuadJet45_IsoPFTau45_v8  | 12.871639277   | 12.073939830  |
| 176801:2129 | 09/20/11 10:45:36 | 244  | HLT_QuadJet45_IsoPFTau45_v8  | 11.460290612   | 11.160949746  |
| 176805:2129 | 09/20/11 12:44:38 | 96   | HLT_QuadJet45_IsoPFTau45_v8  | 4.205095985    | 4.067823768   |
| 176807:2129 | 09/20/11 13:29:01 | 452  | HLT_QuadJet45_IsoPFTau45_v8  | 18.223381421   | 17.908871754  |
| 176841:2135 | 09/21/11 07:03:02 | 132  | HLT_QuadJet45_IsoPFTau45_v8  | 7.965480250    | 5.922342686   |
| 176844:2135 | 09/21/11 08:23:48 | 104  | HLT_QuadJet45_IsoPFTau45_v8  | 5.776556822    | 5.413529110   |
| 176848:2135 | 09/21/11 09:10:48 | 25   | HLT_QuadJet45_IsoPFTau45_v8  | 1.325356789    | 1.147104023   |
| 176850:2135 | 09/21/11 09:31:02 | 298  | HLT_QuadJet45_IsoPFTau45_v8  | 14.614988315   | 14.217665515  |
| 176860:2135 | 09/21/11 11:31:59 | 444  | HLT_QuadJet45_IsoPFTau45_v8  | 18.937397338   | 18.470395175  |
| 176868:2135 | 09/21/11 14:41:54 | 493  | HLT_QuadJet45_IsoPFTau45_v8  | 17.982697678   | 17.732859657  |
| 176885:2138 | 09/22/11 00:32:29 | 158  | HLT_QuadJet45_IsoPFTau45_v8  | 11.010362715   | 10.687013567  |
| 176886:2138 | 09/22/11 01:41:35 | 665  | HLT_QuadJet45_IsoPFTau45_v8  | 37.141805245   | 35.855524877  |
| 176889:2138 | 09/22/11 06:22:53 | 92   | HLT_QuadJet45_IsoPFTau45_v8  | 4.298132486    | 4.091168232   |
| 176928:2140 | 09/22/11 11:05:56 | 119  | HLT_QuadJet45_IsoPFTau45_v8  | 8.652212720    | 8.062008929   |
| 176929:2140 | 09/22/11 11:54:54 | 314  | HLT_QuadJet45_IsoPFTau45_v8  | 19.896797396   | 19.239638817  |
| 176933:2140 | 09/22/11 14:05:10 | 426  | HLT_QuadJet45_IsoPFTau45_v8  | 22.223853854   | 21.411210346  |
| 176959:2143 | 09/22/11 23:24:32 | 14   | HLT_QuadJet45_IsoPFTau45_v8  | 1.000392270    | 0.938489130   |
| 176982:2144 | 09/23/11 05:39:34 | 7    | HLT_QuadJet45_IsoPFTau45_v8  | 0.403059277    | 0.246867135   |
| 177053:2147 | 09/23/11 13:50:30 | 662  | HLT_QuadJet45_IsoPFTau45_v8  | 39.074545744   | 38.108836661  |
| 177074:2150 | 09/24/11 10:42:24 | 708  | HLT_QuadJet45_IsoPFTau45_v8  | 40.584282947   | 39.492623026  |
| 177088:2151 | 09/24/11 20:08:27 | 36   | HLT_QuadJet45_IsoPFTau45_v8  | 2.436033960    | 2.306045411   |
| 177095:2152 | 09/24/11 22:38:04 | 155  | HLT_QuadJet45_IsoPFTau45_v8  | 9.676325091    | 9.182281019   |
| 177096:2152 | 09/24/11 23:40:38 | 184  | HLT_QuadJet45_IsoPFTau45_v8  | 10.297611566   | 9.745471390   |
| 177131:2155 | 09/25/11 11:12:32 | 89   | HLT_QuadJet45_IsoPFTau45_v8  | 6.748806284    | 6.614746056   |
| 177138:2156 | 09/25/11 15:05:01 | 59   | HLT_QuadJet45_IsoPFTau45_v8  | 4.338188215    | 4.086149683   |
| 177139:2156 | 09/25/11 15:35:20 | 620  | HLT_QuadJet45_IsoPFTau45_v8  | 38.123873470   | 36.752374938  |
| 177140:2156 | 09/25/11 19:42:40 | 552  | HLT_QuadJet45_IsoPFTau45_v8  | 27.002397750   | 26.157559796  |
| 177141:2156 | 09/25/11 23:25:30 | 620  | HLT_QuadJet45_IsoPFTau45_v8  | 25.431361843   | 24.935923802  |
| 177183:2157 | 09/26/11 08:55:45 | 213  | HLT_QuadJet45_IsoPFTau45_v8  | 16.000484695   | 15.426745344  |
| 177184:2157 | 09/26/11 10:21:22 | 34   | HLT_QuadJet45_IsoPFTau45_v8  | 2.351093300    | 2.125798987   |
| 177201:2158 | 09/26/11 13:46:31 | 723  | HLT_QuadJet45_IsoPFTau45_v8  | 45.558881263   | 44.723964181  |
| 177222:2160 | 09/27/11 01:11:53 | 287  | HLT_QuadJet45_IsoPFTau45_v8  | 20.258304515   | 19.638758247  |
| 177317:2165 | 09/28/11 00:54:38 | 59   | HLT_QuadJet45_IsoPFTau45_v8  | 4.510087324    | 4.223204591   |
| 177318:2165 | 09/28/11 01:20:01 | 400  | HLT_QuadJet45_IsoPFTau45_v8  | 26.925382274   | 26.141744244  |
| 177319:2165 | 09/28/11 04:01:25 | 359  | HLT_QuadJet45_IsoPFTau45_v8  | 19.996249856   | 19.471748713  |
| 177449:2168 | 09/28/11 22:57:12 | 375  | HLT_QuadJet45_IsoPFTau45_v8  | 27.567144611   | 26.835252009  |
| 177452:2168 | 09/29/11 02:01:23 | 156  | HLT_QuadJet45_IsoPFTau45_v8  | 9.768787945    | 9.431762953   |
| 177718:2177 | 10/01/11 18:03:39 | 1567 | HLT_QuadJet45_IsoPFTau45_v8  | 87.221984156   | 85.439896927  |
| 177719:2177 | 10/02/11 04:25:59 | 701  | HLT_QuadJet45_IsoPFTau45_v8  | 25.301135879   | 24.711092627  |
| 177730:2178 | 10/02/11 14:46:16 | 2237 | HLT_QuadJet45_IsoPFTau45_v8  | 115.386770119  | 113.412783747 |
| 177776:2180 | 10/03/11 16:36:01 | 33   | HLT_QuadJet45_IsoPFTau45_v8  | 2.692564531    | 2.626264170   |
| 177782:2181 | 10/03/11 19:59:39 | 153  | HLT_QuadJet45_IsoPFTau45_v8  | 11.706253773   | 11.045431054  |
| 177783:2181 | 10/03/11 21:04:47 | 358  | HLT_QuadJet45_IsoPFTau45_v8  | 23.372996243   | 22.599450653  |
| 177788:2181 | 10/04/11 00:50:17 | 46   | HLT_QuadJet45_IsoPFTau45_v8  | 2.477166433    | 2.295625736   |
| 177789:2181 | 10/04/11 01:25:03 | 78   | HLT_QuadJet45_IsoPFTau45_v8  | 4.055192771    | 3.804912692   |
| 177790:2181 | 10/04/11 02:05:02 | 714  | HLT_QuadJet45_IsoPFTau45_v8  | 31.540884258   | 31.017565584  |
| 177791:2181 | 10/04/11 06:47:55 | 169  | HLT_QuadJet45_IsoPFTau45_v8  | 6.400886797    | 6.180113616   |
| 177875:2182 | 10/04/11 16:38:33 | 513  | HLT_QuadJet45_IsoPFTau45_v8  | 34.414163373   | 33.681617129  |
| 177878:2182 | 10/04/11 20:04:18 | 837  | HLT_QuadJet45_IsoPFTau45_v8  | 40.716019669   | 40.070155976  |
| 178098:2195 | 10/08/11 07:43:33 | 680  | HLT_QuadJet45_IsoPFTau45_v8  | 46.084841693   | 44.752543222  |
| 178099:2195 | 10/08/11 12:18:32 | 191  | HLT_QuadJet45_IsoPFTau45_v8  | 10.449545917   | 10.069952404  |
| 178100:2195 | 10/08/11 13:45:29 | 1602 | HLT_QuadJet45_IsoPFTau45_v8  | 64.938304574   | 64.087065368  |
| 178101:2195 | 10/09/11 00:19:49 | 73   | HLT_QuadJet45_IsoPFTau45_v8  | 2.280792781    | 2.190439498   |
| 178102:2195 | 10/09/11 00:51:54 | 13   | HLT_QuadJet45_IsoPFTau45_v8  | 0.407740116    | 0.345024074   |
| 178110:2197 | 10/09/11 07:12:36 | 407  | HLT_QuadJet45_IsoPFTau45_v8  | 31.128171417   | 30.060717964  |
| 178116:2197 | 10/09/11 10:03:03 | 614  | HLT_QuadJet45_IsoPFTau45_v8  | 36.532183558   | 35.678830903  |
| 178151:2199 | 10/09/11 21:46:38 | 74   | HLT_QuadJet45_IsoPFTau45_v8  | 5.888933837    | 5.752113719   |
| 178160:2200 | 10/10/11 01:28:38 | 483  | HLT_QuadJet45_IsoPFTau45_v8  | 35.508881083   | 34.652228608  |
| 178162:2200 | 10/10/11 04:45:05 | 165  | HLT_QuadJet45_IsoPFTau45_v8  | 10.075821790   | 9.699976454   |
| 178365:2204 | 10/12/11 00:24:45 | 1005 | HLT_QuadJet45_IsoPFTau45_v8  | 66.210683964   | 64.419255350  |
| 178367:2204 | 10/12/11 07:25:38 | 695  | HLT_QuadJet45_IsoPFTau45_v8  | 30.779475495   | 30.150716035  |
| 178380:2204 | 10/12/11 12:10:26 | 185  | HLT_QuadJet45_IsoPFTau45_v8  | 6.844049617    | 6.753524371   |
+-------------+-------------------+------+------------------------------+----------------+---------------+
#Summary: 
+------------------------------+-------+------+-------+-------------------+------------------+
| hltpath                      | nfill | nrun | ncms  | totdelivered(/pb) | totrecorded(/pb) |
+------------------------------+-------+------+-------+-------------------+------------------+
| HLT_QuadJet45_IsoPFTau45_v12 | 1     | 1    | 17    | 1.528860006       | 0.567739024      |
| HLT_QuadJet45_IsoPFTau45_v6  | 31    | 61   | 24893 | 827.145391280     | 810.362357128    |
| HLT_QuadJet45_IsoPFTau45_v7  | 21    | 62   | 15362 | 677.848476000     | 656.963449118    |
| HLT_QuadJet45_IsoPFTau45_v8  | 31    | 73   | 27159 | 1507.526264110    | 1462.353053578   |
+------------------------------+-------+------+-------+-------------------+------------------+
